time	pi45p2	pi3k_act	pten	pip3	pi3k	lig	rec	pi45p2_pi3k_act	pip3_pten	rec_lig	rec_dimer	rec_phosp
0.0	115.0	0.0	0.0	0.5	0.2	0.00157	0.15	0.0	0.0	0.0	0.0	5e-0
1.0	115.0	7.18216343447e-08	0.0	0.0977255937012	0.199995080348	0.00157	0.143394505325	4.84783077239e-06	0.0	0.00634062044621	9.82036898277e-05	3.42334244815e-0
2.0	115.0	3.99244841228e-07	0.0	0.0194480098534	0.199973085729	0.00157	0.137203181017	2.65150257057e-05	0.0	0.0110836445457	0.000477113130519	0.00032947408793
3.0	115.0	2.00170020626e-06	0.0	0.00586547097595	0.199863613893	0.00157	0.131370238812	0.000134384406615	0.0	0.0141002201153	0.000976603711264	0.0011881668250
4.0	115.0	6.06691058699e-06	0.0	0.00833023750227	0.199583490925	0.00157	0.125846789151	0.000410442164059	0.0	0.0158161862384	0.00142209547322	0.0025964168322
5.0	115.0	1.3450735196e-05	0.0	0.0190531102563	0.19907230238	0.00157	0.120596357664	0.000914246884764	0.0	0.0167026421097	0.00175589282826	0.0043946072848
6.0	115.0	2.45437404551e-05	0.0	0.0374785976363	0.198302160444	0.00157	0.115592903197	0.00167329581554	0.0	0.0171001855741	0.00198982165525	0.0064136339590
7.0	115.0	3.93576497631e-05	0.0	0.0637493563972	0.197271825512	0.00157	0.11081740548	0.0026888168378	0.0	0.0172203118401	0.00215338987856	0.008527751461
8.0	115.0	5.76602270385e-05	0.0	0.0976427542023	0.195997278944	0.00157	0.106255211154	0.0039450608294	0.0	0.0171863782432	0.00227211987518	0.010657085426
9.0	115.0	7.90860523399e-05	0.0	0.138571166754	0.194503933617	0.00157	0.101894343971	0.00541698033038	0.0	0.0170685033184	0.00236335677018	0.012755219585
10.0	115.0	0.000103210687439	0.0	0.185731509455	0.19282140524	0.00157	0.097724506097	0.00707538407262	0.0	0.0169061361871	0.00243777045908	0.014796908398
11.0	115.0	0.00012959589446	0.0	0.238228737402	0.190980319959	0.00157	0.0937365003746	0.00889008414703	0.0	0.0167214231773	0.0025016327101	0.016769405513
12.0	115.0	0.000157815363522	0.0	0.295155068482	0.189010496115	0.00157	0.089921900447	0.0108316885218	0.0	0.016526768071	0.00255856355936	0.018667102181
13.0	115.0	0.000187468804241	0.0	0.355636317757	0.186939947195	0.00157	0.0862728568902	0.0128725840006	0.0	0.0163291268861	0.0026106474465	0.020488360665
14.0	115.0	0.000218188911556	0.0	0.418856928144	0.18479438783	0.00157	0.0827819827884	0.0149874232586	0.0	0.0161323882669	0.00265909927304	0.022233715199
15.0	115.0	0.000249644189252	0.0	0.484071956594	0.182597032291	0.00157	0.0794422833732	0.0171533235197	0.0	0.0159387027187	0.00270463931746	0.023904867636
16.0	115.0	0.000281539461011	0.0	0.550611820937	0.180368556263	0.00157	0.0762471096043	0.0193499042759	0.0	0.0157492470846	0.00274771247293	0.025504109182
17.0	115.0	0.000313614882346	0.0	0.617882274483	0.178127164515	0.00157	0.0731901271219	0.0215592206023	0.0	0.0155646367153	0.00278860537298	0.027034012708
18.0	115.0	0.000345644184933	0.0	0.685361904713	0.175888712766	0.00157	0.0702652930782	0.0237656430494	0.0	0.0153851645263	0.00282751320528	0.028497257992
19.0	115.0	0.000377432504958	0.0	0.752598264184	0.173666859	0.00157	0.0674668376765	0.0259557084947	0.0	0.015210942898	0.00286457939556	0.029896530317
20.0	115.0	0.000408813966983	0.0	0.819203127737	0.171473232126	0.00157	0.0647892489725	0.0281179539075	0.0	0.015041982001	0.00289991672291	0.031234467790
21.0	115.0	0.000439649158854	0.0	0.884847284255	0.169317608392	0.00157	0.0622272599428	0.0302427424493	0.0	0.0148782285951	0.00293361787201	0.032513637859
22.0	115.0	0.000469822645512	0.0	0.949255326789	0.167208085181	0.00157	0.0597758364822	0.0323220921735	0.0	0.0147195944028	0.00296576320205	0.033736521355
23.0	115.0	0.000499240558304	0.0	1.01220050312	0.165151249583	0.00157	0.0574301664804	0.0343495098588	0.0	0.0145659723662	0.00299642497404	0.034905505602
24.0	115.0	0.000527828261029	0.0	1.07349968095	0.163152341645	0.00157	0.0551856494977	0.0363198300943	0.0	0.0144172469175	0.00302567005597	0.036022881736
25.0	115.0	0.000555528145979	0.0	1.13300852505	0.161215408593	0.00157	0.0530378872495	0.0382290632615	0.0	0.0142732974208	0.00305356082233	0.037090846842
26.0	115.0	0.000582297585844	0.0	1.19061699052	0.159343448142	0.00157	0.0509826745977	0.0400742542726	0.0	0.0141340001899	0.00308015588113	0.038111506725
27.0	115.0	0.000608107041938	0.0	1.24624514179	0.15753854091	0.00157	0.0490159909423	0.0418533520485	0.0	0.0139992304568	0.00310551066538	0.03908687863
28.0	115.0	0.00063293833059	0.0	1.29983930171	0.155801971767	0.00157	0.0471339920058	0.0435650899022	0.0	0.0138688641259	0.00312967790103	0.040018894033
29.0	115.0	0.000656783019993	0.0	1.35136847384	0.154134342073	0.00157	0.0453330019445	0.045208874907	0.0	0.0137427789901	0.00315270798245	0.040909401550
30.0	115.0	0.000679641038567	0.0	1.40082120953	0.152535667121	0.00157	0.0436095059971	0.0467846918403	0.0	0.0136208549237	0.00317464912565	0.04176017041
31.0	115.0	0.000701519275893	0.0	1.44820246461	0.151005474102	0.00157	0.0419601431268	0.0482930066217	0.0	0.0135029739301	0.0031955475064	0.042572893965
32.0	115.0	0.000722430515578	0.0	1.49353118742	0.149542876819	0.00157	0.0403816994643	0.0497346926659	0.0	0.013389019874	0.00321544727292	0.043349193057
