time	pi45p2	pi3k_act	pten	pip3	pi3k	lig	rec	pi45p2_pi3k_act	pip3_pten	rec_lig	rec_dimer	rec_phosp
0.0	115.0	0.0	0.0962719328399	0.5	0.2	0.00157	0.15	0.0	0.0	0.0	0.0	5e-0
1.0	115.0	1.72395014588e-07	0.0962719328399	0.0475208820679	0.199991071876	0.00157	0.143394505326	8.75572901806e-06	0.0277379667087	0.00634062051476	9.82037103471e-05	3.42333694695e-0
2.0	115.0	9.62150011859e-07	0.0962719328399	0.00582061605142	0.199951036441	0.00157	0.137203181022	4.80014088928e-05	0.00363619904068	0.0110836446666	0.000477113182354	0.00032947397316
3.0	115.0	4.785716073e-06	0.0962719328399	0.00356636160336	0.199753630296	0.00157	0.131370238822	0.000241583988212	0.00105053610729	0.0141002201525	0.000976603756394	0.0011881667565
4.0	115.0	1.42377124364e-05	0.0962719328399	0.0101364757907	0.199261129058	0.00157	0.125846789161	0.00072463322965	0.002434600006	0.0158161862293	0.00142209548571	0.0025964168192
5.0	115.0	3.08780352665e-05	0.0962719328399	0.0239484172942	0.198389732268	0.00157	0.120596357674	0.00157938969653	0.00604961521803	0.0167026420867	0.00175589282258	0.0043946072972
6.0	115.0	5.50162448804e-05	0.0962719328399	0.0454705169409	0.197121874564	0.00157	0.115592903213	0.00282310919068	0.0119771947395	0.0171001855434	0.00198982177994	0.0064136338419
7.0	115.0	8.60454398971e-05	0.0962719328399	0.0744419476565	0.195488877205	0.00157	0.110817405504	0.00442507735479	0.0201985362514	0.0172203117573	0.00215338996776	0.0085277514014
8.0	115.0	0.000122859920038	0.0962719328399	0.109938460462	0.193548827794	0.00157	0.106255211174	0.00632831228641	0.0304780666925	0.0171863784794	0.00227211976043	0.010657085412
9.0	115.0	0.000164172088325	0.0962719328399	0.150707018989	0.191369698187	0.00157	0.101894344007	0.00846612972449	0.0424556081423	0.0170685029859	0.00236335696431	0.012755219539
10.0	115.0	0.000208707298044	0.0962719328399	0.195418387445	0.189018929961	0.00157	0.0977245060219	0.0107723627411	0.0557305214389	0.0169061383567	0.00243777098531	0.014796906825
11.0	115.0	0.000255307105071	0.0962719328399	0.242815914633	0.186557898266	0.00157	0.0937365003001	0.0131867946293	0.0699143862168	0.016721425315	0.00250163339926	0.016769403793
